policy_number	accepts_policy_number	policy_transaction_type_id	ownership	claim_free_year_buildings	claim_free_year_contents	property_type	property_sub_type	exterior_wall_type	property_built_era	flat_roof	listed_building	roof_type	employment_status	property_built_year	claims_history_count	voluntary_excess_amount	compulsory_excess_amount	policy_excess_amount	subsidence_excess_amount	escape_of_water_excess_amount	policyholder_age	accepts_coverage_product_id	preferred_payment_schedule_id	accepts_payment_schedule_id	contract_renewal_flag	floodre_ceded_flag	auto_renewal_intent_flag	flat_roof	cais_group_risk	credit_score	experian_point_of_quote_score	quote_to_inception_banding
	8090265003	2	Owned	1	1	House	Mid Terraced House	Brick		0-25	NOT_LIS	TILE	SEMPF	2000		100	100	200	1000	550	42	3	1	4	0	0	0	0-25	14	699.00	0.00	0
	8090266878	2	Owned	1	1	House	Semi-Detached House	Concrete		0-50	NOT_LIS	CONCRETE	HSWF	2000		100	100	200	1000	550	42	3	1	4	0	0	0	0-50	14	699.00	0.00	2-5
	8090263685	2	Owned	3	3	House	Mid Terraced House	Concrete		0-50	NOT_LIS	TILE	VOLUN	1994		200	100	300	1000	550	40	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090266506	2	Owned	2	2	House	Semi-Detached House	Stone Construction		0-50	NOT_LIS	SLATE	RETD	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090266019	2	Owned	3	3	Bungalow	Mid Terraced Bungalow	Stone Construction		0-50	NOT_LIS	TILE	STUD	1998		150	100	250	1000	550	43	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090264816	2	Owned	1	1	House	Semi-Detached House	Brick		0-25	NOT_LIS	TILE	UNEMP	2000		100	100	200	1000	550	42	3	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090266100	2	Owned	4	4	Town House	Link Detached Town House	Stone Construction		0-50	NOT_LIS	SLATE	STUD	1987		150	100	250	1000	550	33	1	2	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090263503	2	Owned	1	1	Bungalow	Detached Bungalow	Concrete		0-50	NOT_LIS	CONCRETE	VOLUN	1987		200	100	300	1000	550	35	3	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090264642	2	Owned	1	1	House	Mid Terraced House	Concrete		0-50	NOT_LIS	CONCRETE	UNEMP	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090264980	2	Owned	2	2	House	Mid Terraced House	Stone Construction		0-50	NOT_LIS	SLATE	HSWF	2000		100	100	200	1000	550	42	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090264345	2	Owned	2	2	Bungalow	Link Detached Bungalow	Brick		0-25	NOT_LIS	ASPHALT	INDM	1986		100	100	200	1000	550	35	3	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090267371	2	Owned	1	1	Bungalow	Detached Bungalow	Concrete		0-50	NOT_LIS	CONCRETE	VOLUN	1982		200	100	300	1000	550	34	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090263032	2	Owned	2	2	House	Mid Terraced House	Timber Frame with Brick Walls		0-25	NOT_LIS	ASPHALT	DIASB	2000		100	100	200	1000	550	42	1	2	4	0	0	0	0-25	14	699.00	0.00	0
	8090270169	2	Mortgaged	1	1	House	Semi-Detached House	Stone Construction		None	GRA1	SLATE	RETD	2002		100	100	200	1000	550	34	1	1	3	0	0	0	None	14	699.00	0.00	0
	8090263958	2	Owned	2	2	Bungalow	End Terraced Bungalow	Concrete		0-50	NOT_LIS	ASPHALT	VOLUN	1992		200	100	300	1000	550	33	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090263339	2	Owned	1	1	House	Semi-Detached House	Brick		0-25	NOT_LIS	TILE	SEMPF	2000		100	100	200	1000	550	42	3	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090262828	2	Owned	1	1	House	Semi-Detached House	Concrete		0-50	NOT_LIS	CONCRETE	DIASB	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090266332	2	Owned	3	3	Flat	Flat - First Floor and Above	Brick		0-25	NOT_LIS	TILE	SEMPF	1991		100	100	200	1000	550	39	3	1	4	0	0	0	0-25	14	699.00	0.00	2-5
	8090263834	2	Owned	1	1	Town House	Link Detached Town House	Stone Construction		0-50	NOT_LIS	CONCRETE	DIASB	1986		150	100	250	1000	550	35	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090267348	2	Owned	2	2	House	Mid Terraced House	Concrete		0-50	NOT_LIS	ASPHALT	RETD	1989		200	100	300	1000	550	43	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090263602	2	Owned	3	3	Town House	Detached Town House	Brick		0-25	NOT_LIS	TILE	EMPF	1986		100	100	200	1000	550	41	1	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090263396	2	Owned	2	2	House	Detached House	Stone Construction		0-50	NOT_LIS	SLATE	DIASB	2000		100	100	200	1000	550	42	3	2	4	0	0	0	0-50	14	699.00	0.00	0
	8090265334	2	Owned	2	2	Flat	Flat - Ground Floor	Brick		0-25	NOT_LIS	ASPHALT	INDM	2000		100	100	200	1000	550	33	1	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090266373	2	Owned	3	3	House	Link Detached House	Stone Construction		0-50	NOT_LIS	TILE	STUD	1999		150	100	250	1000	550	40	3	1	4	0	0	0	0-50	14	699.00	0.00	2-5
	8090262877	2	Owned	2	2	House	Mid Terraced House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	SEMPF	2000		100	100	200	1000	550	42	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090264501	2	Owned	1	1	House	Semi-Detached House	Brick		0-25	NOT_LIS	TILE	HSWF	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090262596	2	Owned	2	2	House	Detached House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	HSWF	2000		100	100	200	1000	550	42	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090265987	2	Owned	4	4	Bungalow	Semi-Detached Bungalow	Stone Construction		0-50	NOT_LIS	SLATE	UNEMP	1988		150	100	250	1000	550	33	1	2	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090262489	2	Owned	2	2	House	Semi-Detached House	Stone Construction		0-50	NOT_LIS	SLATE	DIASB	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090263354	2	Owned	1	1	House	Mid Terraced House	Brick		0-25	NOT_LIS	TILE	SEMPF	2000		100	100	200	1000	550	42	3	1	4	0	0	0	0-25	14	699.00	0.00	0
	8090264063	2	Owned	3	3	Bungalow	Detached Bungalow	Concrete		0-50	NOT_LIS	TILE	RETD	1999		200	100	300	1000	550	40	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090265490	2	Owned	3	3	House	End-Terraced House	Brick		0-25	NOT_LIS	TILE	SEMPF	1992		100	100	200	1000	550	36	3	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090265466	2	Owned	4	4	House	Detached House	Brick		0-25	NOT_LIS	SLATE	INDM	2000		100	100	200	1000	550	40	3	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090262893	2	Owned	2	2	House	Detached House	Stone Construction		0-50	NOT_LIS	SLATE	DIASB	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090264402	2	Owned	3	3	Bungalow	Link Detached Bungalow	Concrete		0-50	NOT_LIS	TILE	VOLUN	1997		200	100	300	1000	550	34	3	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090263727	2	Owned	2	2	Bungalow	Detached Bungalow	Concrete		0-50	NOT_LIS	ASPHALT	HSWF	1995		200	100	300	1000	550	33	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090266761	2	Owned	1	1	House	Mid Terraced House	Brick		0-50	NOT_LIS	TILE	SEMPF	2000		100	100	200	1000	550	42	3	1	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090270144	2	Mortgaged	1		House	End-Terraced House	Brick		None	NOT_LIS	SLATE	RETD	1980		250	100	350	1000	550	24	1	1	3	0	0	0	None	14	699.00	0.00	0
	8090265623	2	Owned	4	4	Town House	Link Detached Town House	Stone Construction		0-50	NOT_LIS	SLATE	STUD	1982		150	100	250	1000	550	42	3	2	4	0	0	0	0-50	14	699.00	0.00	0
	8090266407	2	Owned	2	2	Bungalow	Semi-Detached Bungalow	Stone Construction		0-50	NOT_LIS	ASPHALT	DIASB	1982		150	100	250	1000	550	33	3	2	4	0	0	0	0-50	14	699.00	0.00	2-5
	8090262695	2	Owned	2	2	House	Mid Terraced House	Stone Construction		0-50	NOT_LIS	SLATE	DIASB	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090264527	2	Owned	1	1	House	Mid Terraced House	Concrete		0-50	NOT_LIS	CONCRETE	RETD	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090265581	2	Owned	4	4	Dorma Bungalow	Mid Terraced Dorma Bungalow	Brick		0-25	NOT_LIS	SLATE	SEMPF	1987		100	100	200	1000	550	43	3	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090266431	2	Owned	1	1	House	Mid Terraced House	Concrete		0-50	NOT_LIS	CONCRETE	HSWF	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090264733	2	Owned	2	2	House	Mid Terraced House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	SEMPF	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090265755	2	Owned	3	3	Bungalow	Link Detached Bungalow	Brick		0-25	NOT_LIS	TILE	INDM	1998		100	100	200	1000	550	40	3	1	4	0	0	0	0-25	14	699.00	0.00	0
	8090266316	2	Owned	1	1	Town House	Link Detached Town House	Stone Construction		0-50	NOT_LIS	CONCRETE	DIASB	1994		150	100	250	1000	550	42	3	1	4	0	0	0	0-50	14	699.00	0.00	2-5
	8090263057	2	Owned	2	2	House	Mid Terraced House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	UNEMP	2000		100	100	200	1000	550	42	3	2	4	0	0	0	0-50	14	699.00	0.00	0
	8090265433	2	Owned	1	1	Flat	Flat - Basement	Brick		0-25	NOT_LIS	CONCRETE	EMPF	1991		100	100	200	1000	550	35	3	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090264022	2	Owned	1	1	Town House	Detached Town House	Brick		0-25	NOT_LIS	CONCRETE	SEMPF	1986		100	100	200	1000	550	40	1	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090264014	2	Owned	4	4	Town House	Semi-Detached Town House	Concrete		0-50	NOT_LIS	SLATE	RETD	1996		200	100	300	1000	550	35	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090262794	2	Owned	2	2	House	Semi-Detached House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	UNEMP	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090264758	2	Owned	2	2	House	Detached House	Stone Construction		0-25	NOT_LIS	SLATE	DIASB	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090264386	2	Owned	1	1	Dorma Bungalow	Semi-Detached Dorma Bungalow	Brick		0-25	NOT_LIS	CONCRETE	SEMPF	1994		100	100	200	1000	550	40	3	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090262620	2	Owned	1	1	House	Detached House	Concrete		0-50	NOT_LIS	CONCRETE	DIASB	2000		100	100	200	1000	550	42	3	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090267116	2	Owned	2	2	House	Semi-Detached House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	HSWF	2000		100	100	200	1000	550	42	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090263750	2	Owned	1	1	Bungalow	End Terraced Bungalow	Concrete		0-50	NOT_LIS	CONCRETE	RETD	1992		200	100	300	1000	550	41	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090262737	2	Owned	2	2	House	Semi-Detached House	Stone Construction		0-50	NOT_LIS	SLATE	UNEMP	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090265177	2	Owned	2	2	House	Mid Terraced House	Concrete		0-50	NOT_LIS	ASPHALT	RETD	1998		200	100	300	1000	550	33	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090267215	2	Owned	2	2	House	Semi-Detached House	Stone Construction		0-50	NOT_LIS	SLATE	HSWF	2000		100	100	200	1000	550	42	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090264238	2	Owned	3	3	Town House	Link Detached Town House	Stone Construction		0-50	NOT_LIS	TILE	STUD	1983		150	100	250	1000	550	35	3	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090262463	2	Owned	2	2	House	Detached House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	HSWF	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090266696	2	Owned	2	2	House	Detached House	Stone Construction		0-25	NOT_LIS	SLATE	DIASB	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-25	14	699.00	0.00	2-5
	8090263404	2	Owned	1	1	House	Mid Terraced House	Brick		0-50	NOT_LIS	TILE	HSWF	2000		100	100	200	1000	550	42	3	1	4	0	0	0	0-50	14	699.00	0.00	0
	8090264055	2	Owned	4	4	Flat	Flat - First Floor and Above	Brick		0-25	NOT_LIS	SLATE	EMPF	1987		100	100	200	1000	550	34	3	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090262653	2	Owned	2	2	House	Detached House	Stone Construction		0-25	NOT_LIS	SLATE	UNEMP	2000		100	100	200	1000	550	42	3	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090265169	2	Owned	1	1	House	Link Detached House	Stone Construction		0-50	NOT_LIS	CONCRETE	DIASB	1987		150	100	250	1000	550	40	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090265250	2	Owned	2	2	Dorma Bungalow	Detached Dorma Bungalow	Stone Construction		0-50	NOT_LIS	ASPHALT	DIASB	1981		150	100	250	1000	550	37	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090265508	2	Owned	4	4	Bungalow	Semi-Detached Bungalow	Stone Construction		0-50	NOT_LIS	SLATE	UNEMP	1993		150	100	250	1000	550	41	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090266183	2	Owned	4	4	House	End-Terraced House	Brick		0-25	NOT_LIS	SLATE	EMPF	1997		100	100	200	1000	550	34	1	2	3	0	0	0	0-25	14	699.00	0.00	2-5
	8090265524	2	Owned	2	2	Bungalow	Link Detached Bungalow	Brick		0-25	NOT_LIS	ASPHALT	EMPF	1991		100	100	200	1000	550	34	3	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090265151	2	Owned	4	4	House	Detached House	Brick		0-25	NOT_LIS	SLATE	INDM	1994		100	100	200	1000	550	34	1	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090263438	2	Owned	2	2	Flat	Flat - Ground Floor	Stone Construction		0-50	NOT_LIS	ASPHALT	STUD	1986		150	100	250	1000	550	35	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090265557	2	Owned	1	1	Dorma Bungalow	Semi-Detached Dorma Bungalow	Brick		0-25	NOT_LIS	CONCRETE	INDM	1983		100	100	200	1000	550	41	3	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090263420	2	Owned	1	1	Flat	Flat - Basement	Brick		0-25	NOT_LIS	CONCRETE	EMPF	1998		100	100	200	1000	550	39	1	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090262679	2	Owned	2	2	House	Semi-Detached House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	RETD	2000		100	100	200	1000	550	42	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090265565	2	Owned	2	2	Dorma Bungalow	Detached Dorma Bungalow	Stone Construction		0-50	NOT_LIS	ASPHALT	DIASB	1984		150	100	250	1000	550	37	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090266076	2	Owned	1	1	Dorma Bungalow	End Terraced Dorma Bungalow	Stone Construction		0-50	NOT_LIS	CONCRETE	UNEMP	1993		150	100	250	1000	550	42	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090267280	2	Mortgaged	2		Flat	Flat - Ground Floor	Brick		None	NOT_LIS	TILE	EMPF	1971		150	100	250	1000	550	22	1	2	3	0	0	0	None	14	699.00	0.00	0
	8090262729	2	Owned	1	1	House	Mid Terraced House	Brick		0-50	NOT_LIS	TILE	RETD	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090266282	2	Owned	2	2	Dorma Bungalow	End Terraced Dorma Bungalow	Stone Construction		0-50	NOT_LIS	ASPHALT	STUD	1987		150	100	250	1000	550	43	3	2	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090265573	2	Owned	3	3	Bungalow	Link Detached Bungalow	Concrete		0-50	NOT_LIS	TILE	RETD	1999		200	100	300	1000	550	37	3	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090264436	2	Owned	1	1	House	Mid Terraced House	Concrete		0-50	NOT_LIS	CONCRETE	RETD	1997		200	100	300	1000	550	39	3	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090266480	2	Owned	2	2	House	Detached House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	DIASB	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090264170	2	Owned	1	1	Dorma Bungalow	Detached Dorma Bungalow	Stone Construction		0-50	NOT_LIS	CONCRETE	DIASB	1999		150	100	250	1000	550	36	3	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090263511	2	Owned	2	2	Bungalow	Link Detached Bungalow	Brick		0-25	NOT_LIS	ASPHALT	EMPF	1986		100	100	200	1000	550	41	1	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090263149	2	Owned	1	1	House	Mid Terraced House	Brick		0-25	NOT_LIS	TILE	HSWF	2000		100	100	200	1000	550	42	3	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090263016	2	Owned	1	1	House	Detached House	Concrete		0-25	NOT_LIS	CONCRETE	DIASB	2000		100	100	200	1000	550	42	1	1	4	0	0	0	0-25	14	699.00	0.00	0
	8090265474	2	Owned	1	1	House	Link Detached House	Stone Construction		0-50	NOT_LIS	CONCRETE	DIASB	1991		150	100	250	1000	550	33	3	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090266845	2	Owned	2	2	House	Semi-Detached House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	SEMPF	2000		100	100	200	1000	550	42	3	2	4	0	0	0	0-50	14	699.00	0.00	2-5
	8090265953	2	Owned	1	1	House	Link Detached House	Stone Construction		0-50	NOT_LIS	CONCRETE	DIASB	2000		150	100	250	1000	550	34	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090270151	2	Mortgaged		1	House	Mid Terraced House	Brick		None	NOT_LIS	SLATE	RETD	1980		250	100	350	1000	550	33	1	1	3	0	0	0	None	14	699.00	0.00	0
	8090264162	2	Owned	4	4	Dorma Bungalow	Semi-Detached Dorma Bungalow	Brick		0-25	NOT_LIS	SLATE	INDM	1983		100	100	200	1000	550	39	3	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090263891	2	Owned	3	3	House	Link Detached House	Stone Construction		0-50	NOT_LIS	TILE	STUD	1981		150	100	250	1000	550	33	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090263412	2	Owned	1	1	House	Semi-Detached House	Concrete		0-25	NOT_LIS	CONCRETE	HSWF	2000		100	100	200	1000	550	42	1	1	4	0	0	0	0-25	14	699.00	0.00	0
	8090266852	2	Owned	1	1	House	Detached House	Brick		0-25	NOT_LIS	TILE	UNEMP	2000		100	100	200	1000	550	42	3	1	4	0	0	0	0-25	14	699.00	0.00	2-5
	8090267355	2	Owned	3	3	House	End-Terraced House	Brick		0-25	NOT_LIS	TILE	SEMPF	1985		100	100	200	1000	550	39	1	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090265144	2	Owned	3	3	House	Semi-Detached House	Concrete		0-50	NOT_LIS	TILE	HSWF	1986		200	100	300	1000	550	41	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090265193	2	Owned	4	4	Bungalow	Semi-Detached Bungalow	Stone Construction		0-50	NOT_LIS	SLATE	UNEMP	1984		150	100	250	1000	550	34	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090263917	2	Owned	1	1	House	End-Terraced House	Brick		0-25	NOT_LIS	CONCRETE	INDM	1990		100	100	200	1000	550	38	3	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090266423	2	Owned	2	2	House	Detached House	Stone Construction		0-25	NOT_LIS	SLATE	SEMPF	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-25	14	699.00	0.00	2-5
	8090262505	2	Owned	2	2	House	Mid Terraced House	Timber Frame with Brick Walls		0-25	NOT_LIS	ASPHALT	UNEMP	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090264311	2	Owned	3	3	House	End-Terraced House	Brick		0-25	NOT_LIS	TILE	EMPF	1987		100	100	200	1000	550	43	3	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090265094	2	Owned	1	1	House	Detached House	Brick		0-50	NOT_LIS	TILE	RETD	2000		100	100	200	1000	550	42	3	1	4	0	0	0	0-50	14	699.00	0.00	0
	8090263529	2	Owned	3	3	Bungalow	Mid Terraced Bungalow	Stone Construction		0-50	NOT_LIS	TILE	STUD	1996		150	100	250	1000	550	33	3	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090264550	2	Owned	2	2	House	Mid Terraced House	Stone Construction		0-25	NOT_LIS	SLATE	UNEMP	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090263677	2	Owned	2	2	House	Link Detached House	Stone Construction		0-50	NOT_LIS	ASPHALT	UNEMP	1999		150	100	250	1000	550	33	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090264840	2	Owned	2	2	House	Semi-Detached House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	SEMPF	2000		100	100	200	1000	550	42	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090266191	2	Owned	1	1	Bungalow	Semi-Detached Bungalow	Stone Construction		0-50	NOT_LIS	CONCRETE	STUD	1997		150	100	250	1000	550	35	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090266027	2	Owned	4	4	Bungalow	End Terraced Bungalow	Concrete		0-50	NOT_LIS	SLATE	HSWF	1991		200	100	300	1000	550	35	1	2	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090267314	2	Mortgaged		1	Flat	Flat - Ground Floor	Brick		None	NOT_LIS	TILE	EMPF	1971		150	100	250	1000	550	22	1	2	3	0	0	0	None	14	699.00	0.00	0
	8090265409	2	Owned	1	1	Bungalow	Semi-Detached Bungalow	Stone Construction		0-50	NOT_LIS	CONCRETE	STUD	1999		150	100	250	1000	550	42	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090265052	2	Owned	1	1	House	Semi-Detached House	Brick		0-50	NOT_LIS	TILE	SEMPF	2000		100	100	200	1000	550	42	3	1	4	0	0	0	0-50	14	699.00	0.00	0
	8090266258	2	Owned	3	3	Dorma Bungalow	Detached Dorma Bungalow	Stone Construction		0-50	NOT_LIS	TILE	UNEMP	1990		150	100	250	1000	550	41	3	1	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090267041	2	Owned	1	1	House	Semi-Detached House	Brick		0-25	NOT_LIS	TILE	DIASB	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090264675	2	Owned	2	2	House	Mid Terraced House	Stone Construction		0-50	NOT_LIS	SLATE	SEMPF	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090263198	2	Owned	2	2	House	Detached House	Stone Construction		0-25	NOT_LIS	SLATE	UNEMP	2000		100	100	200	1000	550	42	3	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090264204	2	Owned	4	4	Dorma Bungalow	End Terraced Dorma Bungalow	Stone Construction		0-50	NOT_LIS	SLATE	UNEMP	1990		150	100	250	1000	550	39	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090266209	2	Owned	2	2	Bungalow	Detached Bungalow	Concrete		0-50	NOT_LIS	ASPHALT	HSWF	1992		200	100	300	1000	550	41	1	2	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090266217	2	Owned	3	3	Bungalow	Link Detached Bungalow	Brick		0-25	NOT_LIS	TILE	INDM	1984		100	100	200	1000	550	33	1	1	3	0	0	0	0-25	14	699.00	0.00	2-5
	8090262422	2	Owned	2	2	House	Semi-Detached House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	RETD	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090264592	2	Owned	2	2	House	Semi-Detached House	Stone Construction		0-50	NOT_LIS	SLATE	HSWF	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090267256	2	Owned	2	2	Flat	Flat - Ground Floor	Stone Construction		0-50	NOT_LIS	ASPHALT	STUD	1981		150	100	250	1000	550	43	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090264717	2	Owned	2	2	House	Semi-Detached House	Stone Construction		0-25	NOT_LIS	SLATE	HSWF	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090266787	2	Owned	1	1	House	Detached House	Concrete		0-50	NOT_LIS	CONCRETE	SEMPF	2000		100	100	200	1000	550	42	3	1	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090266175	2	Owned	3	3	House	Mid Terraced House	Concrete		0-50	NOT_LIS	TILE	VOLUN	1982		200	100	300	1000	550	34	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090263172	2	Owned	2	2	House	Mid Terraced House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	UNEMP	2000		100	100	200	1000	550	42	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090266746	2	Owned	1	1	House	Semi-Detached House	Concrete		0-25	NOT_LIS	CONCRETE	HSWF	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-25	14	699.00	0.00	2-5
	8090265482	2	Owned	2	2	House	Mid Terraced House	Concrete		0-50	NOT_LIS	ASPHALT	RETD	1998		200	100	300	1000	550	40	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090265698	2	Owned	3	3	House	Mid Terraced House	Concrete		0-50	NOT_LIS	TILE	VOLUN	1980		200	100	300	1000	550	38	3	1	4	0	0	0	0-50	14	699.00	0.00	0
	8090262927	2	Owned	2	2	House	Mid Terraced House	Stone Construction		0-25	NOT_LIS	SLATE	RETD	2000		100	100	200	1000	550	42	1	2	4	0	0	0	0-25	14	699.00	0.00	0
	8090264857	2	Owned	1	1	House	Detached House	Brick		0-50	NOT_LIS	TILE	RETD	2000		100	100	200	1000	550	42	3	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090266688	2	Owned	1	1	House	Semi-Detached House	Brick		0-50	NOT_LIS	TILE	SEMPF	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090263826	2	Owned	4	4	Town House	Detached Town House	Brick		0-25	NOT_LIS	SLATE	INDM	1982		100	100	200	1000	550	37	3	2	3	0	0	0	0-25	14	699.00	0.00	0
