policy_number	accepts_policy_number	quote_persist_reference	policy_transaction_type_id	ownership	claim_free_year_buildings	claim_free_year_contents	property_type	property_sub_type	exterior_wall_type	property_built_era	flat_roof	listed_building	roof_type	employment_status	property_built_year	claims_history_count	voluntary_excess_amount	compulsory_excess_amount	policy_excess_amount	subsidence_excess_amount	escape_of_water_excess_amount	policyholder_age	accepts_coverage_product_id	preferred_payment_schedule_id	accepts_payment_schedule_id	contract_renewal_flag	floodre_ceded_flag	auto_renewal_intent_flag	flat_roof	cais_group_risk	credit_score	experian_point_of_quote_score	quote_to_inception_banding	no_of_bedrooms
	8090428775	CHU70000024338	2	Mortgaged	2	2	Bungalow	Semi-Detached Bungalow	Stone Construction		0-25	NOT_LIS	SLATE	Housewife/Househusband	1954	0	250	100	350	1000	450	43	1	2	3	0	1	0	0-25	14	699.00	0.00	1	3
	8090428783	CHU70000024339	2	Owned	4		Bungalow	Detached Bungalow	Concrete		0-25	NOT_LIS	CONCRETE	Independent Means	1976	0	400	100	500	1000	450	42	1	1	3	0	0	0	0-25	14	699.00	0.00	1	1
	8090428791	CHU70000024340	2	Mortgaged		3	Bungalow	Terraced Bungalow	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	Not employed due to disability	1958	0	100	100	200	1000	450	41	1	2	3	0	0	0	0-50	14	699.00	0.00	1	2
	8090428809	CHU70000024341	2	Owned	1	1	Dorma Bungalow	Semi-Detached Dorma Bungalow	Brick		50+	NOT_LIS	TILE	Retired	1976	0	250	100	350	1000	450	40	1	1	3	0	0	0	50+	14	699.00	0.00	1	3
	8090428817	CHU70000024342	2	Mortgaged	2		Dorma Bungalow	Detached Dorma Bungalow	Stone Construction		0-50	NOT_LIS	SLATE	Self-employed (full time)	1952	0	400	100	500	1000	450	39	1	2	3	0	0	0	0-50	14	699.00	0.00	1	1
	8090428825	CHU70000024343	2	Owned		4	Town House	Semi-Detached Town House	Concrete		None	NOT_LIS	CONCRETE	Unemployed	1978	0	100	100	200	1000	450	38	1	1	3	0	0	0	None	14	699.00	0.00	1	2
	8090428833	CHU70000024344	2	Mortgaged	3	3	Town House	Detached Town House	Timber Frame with Brick Walls		0-25	NOT_LIS	ASPHALT	Employed (Full time)	1961	0	250	100	350	1000	450	37	1	2	3	0	0	0	0-25	14	699.00	0.00	1	3
	8090428841	CHU70000024345	2	Owned	1		Town House	Terraced Town House	Brick		0-25	NOT_LIS	TILE	Full time education (student)	1969	0	400	100	500	1000	450	36	1	1	3	0	0	0	0-25	14	699.00	0.00	1	1
	8090428858	CHU70000024346	2	Mortgaged		2	House	Semi-Detached House	Stone Construction		0-50	NOT_LIS	SLATE	Housewife/Househusband	1953	0	100	100	200	1000	450	34	1	2	3	0	0	0	0-50	14	699.00	0.00	1	2
	8090428866	CHU70000024347	2	Mortgaged	3		House	Link Detached House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	Not employed due to disability	1975	0	400	100	500	1000	450	44	1	2	3	0	0	0	0-50	14	699.00	0.00	1	1
	8090428874	CHU70000024348	2	Owned		1	House	Mid Terraced House	Brick		None	NOT_LIS	TILE	Retired	1977	0	100	100	200	1000	450	43	1	1	3	0	0	0	None	14	699.00	0.00	1	2
	8090428882	CHU70000024349	2	Mortgaged	2	2	House	End-Terraced House	Stone Construction		0-25	NOT_LIS	SLATE	Self-employed (full time)	1977	0	250	100	350	1000	450	42	1	2	3	0	0	0	0-25	14	699.00	0.00	1	3
	8090428890	CHU70000024350	2	Owned	4		Bungalow	Semi-Detached Bungalow	Concrete		0-25	NOT_LIS	CONCRETE	Unemployed	1967	0	400	100	500	1000	450	41	1	1	3	0	0	0	0-25	14	699.00	0.00	1	1
	8090428908	CHU70000024351	2	Mortgaged		3	Bungalow	Detached Bungalow	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	Employed (Full time)	1972	0	100	100	200	1000	450	40	1	2	3	0	0	0	0-50	14	699.00	0.00	1	2
	8090428916	CHU70000024352	2	Owned	1	1	Bungalow	Terraced Bungalow	Brick		50+	NOT_LIS	TILE	Full time education (student)	1962	0	250	100	350	1000	450	39	1	1	3	0	0	0	50+	14	699.00	0.00	1	3
	8090428924	CHU70000024353	2	Mortgaged	2		Dorma Bungalow	Semi-Detached Dorma Bungalow	Stone Construction		0-50	NOT_LIS	SLATE	Housewife/Househusband	1953	0	400	100	500	1000	450	38	1	2	3	0	0	0	0-50	14	699.00	0.00	1	1
	8090428932	CHU70000024354	2	Owned		4	Dorma Bungalow	Detached Dorma Bungalow	Concrete		None	NOT_LIS	CONCRETE	Independent Means	1964	0	100	100	200	1000	450	37	1	1	3	0	0	0	None	14	699.00	0.00	1	2
	8090428940	CHU70000024355	2	Mortgaged	3	3	Town House	Semi-Detached Town House	Timber Frame with Brick Walls		0-25	NOT_LIS	ASPHALT	Not employed due to disability	1955	0	250	100	350	1000	450	36	1	2	3	0	0	0	0-25	14	699.00	0.00	1	3
	8090428957	CHU70000024356	2	Owned	1		Town House	Detached Town House	Brick		0-25	NOT_LIS	TILE	Retired	1960	0	400	100	500	1000	450	35	1	1	3	0	0	0	0-25	14	699.00	0.00	1	1
	8090428965	CHU70000024357	2	Owned	4	4	House	Semi-Detached House	Concrete		50+	NOT_LIS	CONCRETE	Unemployed	1977	0	250	100	350	1000	450	43	1	1	3	0	0	0	50+	14	699.00	0.00	1	3
	8090428973	CHU70000024358	2	Mortgaged	3		House	Detached House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	Employed (Full time)	1957	0	400	100	500	1000	450	43	1	2	4	0	0	0	0-50	14	699.00	0.00	1	1
	8090428981	CHU70000024359	2	Owned		1	House	Link Detached House	Brick		None	NOT_LIS	TILE	Full time education (student)	1958	0	100	100	200	1000	450	42	1	1	4	0	0	0	None	14	699.00	0.00	1	2
	8090428999	CHU70000024361	2	Owned	4		House	End-Terraced House	Concrete		0-25	NOT_LIS	CONCRETE	Independent Means	1960	0	400	100	500	1000	450	40	1	1	4	0	0	0	0-25	14	699.00	0.00	1	1
	8090429005	CHU70000024362	2	Mortgaged		3	Bungalow	Semi-Detached Bungalow	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	Not employed due to disability	1972	0	100	100	200	1000	450	39	1	2	4	0	0	0	0-50	14	699.00	0.00	1	2
	8090429013	CHU70000024363	2	Owned	1	1	Bungalow	Detached Bungalow	Brick		50+	NOT_LIS	TILE	Retired	1951	0	250	100	350	1000	450	38	1	1	4	0	0	0	50+	14	699.00	0.00	1	3
	8090429021	CHU70000024364	2	Mortgaged	2		Bungalow	Terraced Bungalow	Stone Construction		0-50	NOT_LIS	SLATE	Self-employed (full time)	1956	0	400	100	500	1000	450	37	1	2	4	0	0	0	0-50	14	699.00	0.00	1	1
	8090429039	CHU70000024365	2	Owned		4	Dorma Bungalow	Semi-Detached Dorma Bungalow	Concrete		None	NOT_LIS	CONCRETE	Unemployed	1957	0	100	100	200	1000	450	36	1	1	4	0	0	0	None	14	699.00	0.00	1	2
	8090429047	CHU70000024366	2	Mortgaged	3	3	Dorma Bungalow	Detached Dorma Bungalow	Timber Frame with Brick Walls		0-25	NOT_LIS	ASPHALT	Employed (Full time)	1958	0	250	100	350	1000	450	35	1	2	4	0	0	0	0-25	14	699.00	0.00	1	3
